time,rate
0.0003808138966467862,0.000009846118399243054
0.00036638804947597913,0.000010951066070287502
0.00035250867676009097,0.000012441991166482231
0.00036638804947597913,0.000014137158569670963
0.00035250867676009097,0.00001606185196163161
0.0003808138966467862,0.000018643582941612287
0.00041139192717802424,0.000021184635469408772
0.00041139192717802424,0.000024587592377215592
0.00042758971822842,0.000027349292816298757
0.00042758971822842,0.000031742498686999195
0.00046192368443595923,0.00003763717469459582
0.0004444252671383631,0.000042761261056771136
0.0004444252671383631,0.000049630141520152135
0.00042758971822842,0.000055199717982945034
0.0004801110693295982,0.00006407520360145442
0.0004990145486353976,0.00007127218796680703
0.0005186623172373462,0.00008272456194590478
0.0005186623172373462,0.00009601287742934163
0.0005186623172373462,0.00010908934908514519
0.0005186623172373462,0.00012133694923041071
0.0005390836801404869,0.00013786858298464946
0.0005390836801404869,0.00015334726436968957
0.0005390836801404869,0.00017056375702567174
0.0005390836801404869,0.0001897131672370592
0.0005603090961798611,0.00021102192041713637
0.0005823702234504258,0.00023977274301963694
0.0005823702234504258,0.0002666923342250625
0.0006052999665256722,0.0003095458011387825
0.0006052999665256722,0.00035170438447822204
0.0006291325255353951,0.0004082180156159233
0.0006291325255353951,0.000463815258959852
0.0006291325255353951,0.0005269845675953644
0.000653903447175819,0.0005987839322643981
0.000653903447175819,0.0006803352962881296
0.0007064096181645591,0.0007730625220470513
0.0007064096181645591,0.0008783497546388639
0.0007064096181645591,0.0009979765794767067
0.0007064096181645591,0.0011338959770000917
0.0007064096181645591,0.0012883269137750387
0.0007064096181645591,0.0014329690170475167
0.0007342231814240716,0.00162820483862744
0.0007342231814240716,0.0018110054693519962
0.0007931787475313466,0.0020578389262128427
0.0007631318519433106,0.0023380019422448244
0.0007631318519433106,0.0026564260635453963
0.0007931787475313466,0.003018352608231749
0.0008244086836806941,0.0034295900769246955
0.0008244086836806941,0.0038966830193785263
0.0008244086836806941,0.004522619888458756
0.0008568682404104339,0.005138807258257043
0.0008568682404104339,0.005838686995812945
0.0008906058317411506,0.006634182808363215
0.0008906058317411506,0.007537725184924356
0.00092567177790534,0.008384369241549602
0.00092567177790534,0.009325693053653489
0.0009621183804009457,0.010373163265698149
0.0009621183804009457,0.011537771515589431
0.0009621183804009457,0.013109158044503478
0.001,0.014895224044948504
0.001,0.016923878744667865
0.0010393731378287002,0.01882478399163505
0.0010802965196398803,0.02093920062168781
0.0010802965196398803,0.024302732531520318
0.0011228311834035286,0.027613874570169998
0.0011228311834035286,0.030714119433974164
0.0011670405703460382,0.03489878516676924
0.0011670405703460382,0.03965182441810381
0.0011670405703460382,0.04505220374207326
0.0012129906195739626,0.0511903713555592
0.0012607498664233686,0.058164837718534576
0.0012607498664233686,0.06608659646751666
0.001310389544681571,0.07350950228447575
0.001310389544681571,0.08352112727470251
0.0013619836928336119,0.092902295236516
0.0013619836928336119,0.10555512122137856
0.0013619836928336119,0.119931198553214
0.0013619836928336119,0.1391961371058526
0.0014713462431744195,0.15816806418446516
0.0015292777616006724,0.17971777781497006
0.0015894902256865418,0.21308239472119025
0.0015292777616006724,0.23699485303632215
0.0016520734434198694,0.26929638929513605
0.0016520734434198694,0.3059732049047878
0.0016520734434198694,0.3551226761212306
0.0017171207588107824,0.4035066025071913
0.0017847291911159613,0.46834407483370033
0.0018549995795446746,0.5321539263688321
0.0019280367336622756,0.6176630983625354
0.0020039495897155573,0.701817020069003
0.0020828513731131993,0.8145885121195848
0.002164859767303487,0.9454806952558044
0.002164859767303487,1.0973563349270556
0.002164859767303487,1.3010225634831307
0.002338690472126358,1.4783472056408442
0.002430772054424062,1.7158954773150403
0.002625954590432196,1.991703056837951
0.002625954590432196,2.3116367977490837
0.002836809604776268,2.6832019416358808
0.002948503700338911,3.1813385531227985
0.002948503700338911,3.614620884943759
0.003064595542920793,4.107097323566258
0.0031852582856214335,4.869580203464944
0.003310671899121222,5.652048866237931
0.0035765073302902093,6.701651078530779
0.003863688421379033,7.946167529911466
0.00401581395812115,9.421374038313212
0.004173929154588681,10.704995441776434
0.004173929154588681,12.42457368230069
0.004686617812089298,14.422303545113401
0.005062936911282339,17.10056802328057
0.0054694731244145966,20.276194146387056
0.005908652780568962,23.53532508028418
0.006634419593926798,26.744297405362136
0.007449333203844385,31.71220740664635
0.008693674070912231,36.81281130435485
0.01054534509764992,40.09262013852734
0.01230684555725716,42.74333200402574
0.015515853892404993,41.85453133101748
0.018820585226167412,38.44773714725072
0.02196438651659268,34.57303976829824
0.025633330167625205,31.08882778308849
0.029915136258693627,28.557045443876476
0.032317217584819584,25.67682391871116
0.036286779665072294,22.60198407128857
0.042348144036347,20.324194663169663
0.04574855261567411,17.889542405937895
0.05549256518189844,16.433404036192673
0.05994842503189409,14.464832838475242
0.06476207491984759,13.005931112063347
0.07271687722192045,11.694693798203673
0.08486354586685288,10.516122501952712
0.0916777932442607,9.256387402431084
0.10293868508027706,8.323173128956224
0.11120430322852944,7.483710151218882
0.12486365939365429,6.729214382185716
0.14020081044107224,6.050785678015588
0.15145844757018095,5.440512350257185
0.17006226792168722,4.789002482139308
0.1909512175427964,4.306182859565476
0.21440598156592228,3.790510723136202
0.2502204790122966,3.4085095169903865
0.2703123126196077,3.0002013145318296
0.30351509386721937,2.6409225119269006
0.354214428255431,2.324771622971787
0.39772300565664986,2.003288109478364
0.4465757931082645,1.7633912233061149
0.5211720682918044,1.585679663199369
0.5851882501969526,1.3957920420088046
0.6321768300219194,1.2027197975258357
0.7098278581738017,1.0364004126726956
0.7970168540060834,0.9319121694637549
0.8949153773762062,0.8030417051368064
1.004838892225343,0.7068762042199486
1.1282644424872705,0.6356100682342689
1.3167303784615016,0.5595197296523673
1.5366777718716689,0.4925383399604543
1.6600676487609296,0.44286164873862177
1.863975722588152,0.39821304083042824
2.013646485805211,0.35051076800808517
2.2609850666130176,0.30853655500440536
2.538704538002806,0.2658702497364592
2.9627711919708757,0.23404231255871513
3.3266918836345347,0.2016775227427932
3.7353133845202864,0.18524523608622312
4.194126347923945,0.16656910565941302
4.709295850583372,0.1435349199365194
5.287744232907854,0.12634638864796674
6.413984153223532,0.1136184839266188
7.201821417095443,0.09584511067774205
8.086429664418171,0.08085203149481965
9.079695389608053,0.07116987419326284
9.808763328783847,0.061325336513933515
10.596372886056498,0.053979123222653226
11.447224749613206,0.04751291895845289
12.36639705654267,0.041821306704832306
13.359375700667934,0.03760327133354256
14.432087073993127,0.03309874404728257
15.590933437174574,0.029760453493090713
17.5059862416283,0.025644997567193694
18.911656009694717,0.022572961885169107
20.430196167899872,0.019868927923827273
22.939661340369156,0.017121332119068466
25.75736708968298,0.015071025803640382
28.921174970667725,0.013266246878128584
32.47359711773549,0.011431709835818982
36.4623674810762,0.010062744692831251
40.9410832284713,0.008671207353303994
47.77990512153977,0.0074724335998678565
53.648767410526816,0.006577597982237209
62.61028811714342,0.005668260735359365
75.9456921749178,0.005318880885017655
95.74852126495787,0.004991258759416142
116.14205813247197,0.0046836079085116975
140.8792270527018,0.004586012818469504
170.88518090775767,0.004395900500428257
223.92615440254542,0.004214045246660523
271.62032476755724,0.003871038542728954
355.92843369842126,0.0035562685387789386
415.3829222657776,0.003197873860483977
523.6939637611276,0.0028758541812536594
611.1721021545638,0.0025860305014964776
713.2626386780522,0.002325414757905022
865.1808900090465,0.002091156717030596
1009.7011993286505,0.0018804135094544199
1133.7239925261554,0.0016552310489286529
1323.1018948527121,0.0014263993007670628
1544.113589994833,0.0012292029964914328
1733.7788895633764,0.0010820040140102362
1872.9953002204081,0.000972874683471045
2185.861503424683,0.0008564096245258347
2361.3785745644764,0.0007538196001719911
2550.9890556541804,0.0006495478764766789
2977.107722457168,0.0005597494304017228
3216.159111163496,0.0004926965785275313
3611.203740801749,0.0004245635087730317
4054.772169795677,0.0003581489127628491
4552.824633843374,0.00030862190989894387
5112.053471447092,0.000265943801238734
5739.973048967056,0.00022916748017166337
6200.87290762581,0.000201715316278787
6698.7814208374,0.00017755167003176872
7236.67025475895,0.00015628260715463234
8125.559026052108,0.0001375675203721126
8778.013135972526,0.00011853856109536052
10244.297456710392,0.00010000000000000021
11955.510746673765,0.0000861752382962062
13424.020279881306,0.00007585561864958714
15072.908576892094,0.00006398950165268788
18283.296713466036,0.000055145565736837356
20529.055685298918,0.00004854179793934415
22177.46740832176,0.00004182727772621862
26901.059932201464,0.00003761367406607755
32630.733354357355,0.0000310644262805015
36638.80494759806,0.00002620500883393389
42758.97182284209,0.000022582228808184417
49901.45486354001,0.000019050533935550076
60529.996652567526,0.000016417575451153663
70640.9618164559,0.000014452189852019685
79317.87475313498,0.000012453653425735384
89060.58317411543,0.000010731486732210009
